구분,항목,단위,2014.01 월,2014.02 월,2014.03 월,2014.04 월,2014.05 월,2014.06 월,2014.07 월,2014.08 월,2014.09 월,2014.10 월,2014.11 월,2014.12 월,2015.01 월,2015.02 월,2015.03 월,2015.04 월,2015.05 월,2015.06 월,2015.07 월,2015.08 월,2015.09 월,2015.10 월,2015.11 월,2015.12 월,2016.01 월,2016.02 월,2016.03 월,2016.04 월,2016.05 월,2016.06 월,2016.07 월,2016.08 월,2016.09 월,2016.10 월,2016.11 월,2016.12 월,2017.01 월,2017.02 월,2017.03 월,2017.04 월,2017.05 월,2017.06 월,2017.07 월,2017.08 월,2017.09 월,2017.10 월,2017.11 월,2017.12 월,2018.01 월,2018.02 월,2018.03 월,2018.04 월,2018.05 월,2018.06 월,2018.07 월,2018.08 월,2018.09 월,2018.10 월,2018.11 월,2018.12 월,2019.01 월,2019.02 월,2019.03 월,2019.04 월,2019.05 월,2019.06 월,2019.07 월,2019.08 월,2019.09 월,2019.10 월,2019.11 월,2019.12 월,2020.01 월,2020.02 월,2020.03 월,2020.04 월,2020.05 월,2020.06 월,2020.07 월,2020.08 월,2020.09 월,2020.10 월,2020.11 월,2020.12 월,2021.01 월,2021.02 월,2021.03 월,2021.04 월,2021.05 월,2021.06 월,2021.07 월,2021.08 월,2021.09 월,2021.10 월,2021.11 월,2021.12 월,2022.01 월,2022.02 월,2022.03 월,2022.04 월,2022.05 월,2022.06 월,2022.07 월,2022.08 월,2022.09 월,2022.10 월,2022.11 월,2022.12 월,2023.01 월,2023.02 월,2023.03 월,2023.04 월,2023.05 월,2023.06 월,2023.07 월,2023.08 월,2023.09 월,2023.10 월,2023.11 월,2023.12 월,Unnamed: 123
문경,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026*,.035,.047,.045,.05,.033,.025,.029,.026,.02,.021,.023,.03,.032,.042,.04,.043,.03,.028,.025,.022,.022,.02,.023,.032,.032,.043,.051,.038,.034,.028,.024,.023,.018,.02,0.02,.0256,.035,.0378,.0399,.0455,.0284,.0274,.0271,.0237,.0229,.0219,
도평균,월평균,,.019,0.024,0.032,0.041,0.048,0.039,0.033,0.027,0.025,0.021,.017,.019,0.019,0.026,.032,.038,0.047,0.043,.03,0.033,.03,.029,.02,.017,.022,.028,.034,.04,.046,.04,.028,.034,.028,.022,.018,.018,.019,0.03,0.018,0.047,0.052,0.049,.03,.024,.03,.024,.022,.02,.022,.028,.037,.045,.043,.046,0.03,.028,.029,.025,.019,.019,.024,.03,0.041,.041,0.054,.045,.032,.032,0.028,.028,.023,.021,.025,.03,.036,.046,.044,.047,.031,.026,.032,.031,.024,.024,.026,.033,.037,.045,.042,.043,.03,.031,.029,.027,.026,.023,.026,.035,.037,.044,.053,.039,.033,.028,.028,.027,.025,.024,0.0248,.029,.0398,.0417,.0432,.0449,.0307,.029,.0293,.0302,.0284,.0261,
창원,월평균,,.022,0.028,0.035,0.039,0.05,0.043,0.033,0.029,0.03,0.023,.016,.019,0.018,0.024,.03,.037,0.046,0.041,.032,0.034,.031,.027,.018,.015,.02,.028,.03,.036,.042,.036,.027,.04,.028,.024,.018,.016,.025,0.03,0.025,0.046,0.049,0.048,.035,.036,.037,.031,.022,.02,.021,.027,.034,.041,.043,.047,0.031,.028,.032,.027,.017,.019,.022,.028,0.04,.037,0.051,.043,.033,.034,0.027,.027,.021,.018,.023,.026,.034,.045,.043,.043,.029,.029,.035,.032,.023,.021,.024,.03,.036,.044,.043,.042,0.031*,0.034*,.034,.03,.024,.02,.024,.036,.038,.043,.054,.038,.036,.031,.032,.031,.026,.022,0.0233,.0285,.038,.0429,.0424,.0436,.027,.0304,.0292,.0326,.0274,.0247,
마산,월평균,,.018,0.023,0.029,0.037,0.047,0.035,0.028,0.025,0.028,0.026,.018,.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진주,월평균,,.02,0.028,0.03,0.04,0.053,0.04,0.03,0.029,0.029,0.025,.017,.018,0.018,0.021,.027,.035,0.047,0.044,.034,0.034,.031,.024,.02,.016,.019,.023,.03,.038,.043,.036,.029,.041,.035,.025,.019,.016,.02,0.028,0.019,0.045,0.048,0.05,.04,.036,.037,.03,.021,.02,.022,.026,.032,.04,.043,.05,0.034,.033,.033,.023,.016,.021,.021,.027,0.037,.038,0.049,.046,.035,.034,0.03,.026,.019,.018,.019,.025,.034,.043,.043,.046,.031,.026,.035,0.031*,0.024*,.022,.024,.029,.034,0.041*,0.040*,0.043*,0.029**,0.030*,.03,.027,.019,.018,.021,.034,.036,.043,.054,.04,.036,0.030*,0.031*,.028,.023,.02,0.0226,.0289,.0396,.0415,.0424,.0438,.0279,.0294,.0289,.029,.0247,.0223,
진해,월평균,,.022,0.027,0.031,0.034,0.043,0.033,0.032,0.03,0.033,0.029,.022,.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하동,월평균,,.023,0.034,0.038,0.048,0.051,0.042,0.034,0.03,0.034,0.031,.022,.023,0.022,0.03,.034,.043,0.051,0.044,.033,0.032,.035,.031,.023,.021,.029,.035,.038,.041,.044,.035,.026,.039,.03,.027,.024,.021,.013,0.031,0.014,0.05,0.052,0.048,.03,.031,.036,.029,.027,.024,.025,.031,.035,.039,.041,.042,0.028,.028,.033,.032,.025,.025,.03,.035,0.048,.045,0.057,.051,,,,.033,.029,.025,.029,.036,0.041*,.054,.049,.047,.035,.027,.038,.038,.029,.026,.029,.038,.041,.05,.05,.048,.031,.031,.038,.036,.034,.028,.033,.041,.04,.042,.051,.038,.034,.027,.035,.036,.034,.029,0.0299,.0358,.0418,.0447,.0427,.0441,.0273,.0289,.03,.0368,.0324,.0303,
김해,월평균,,.019,0.024,0.029,0.037,0.047,0.039,0.029,0.028,0.029,0.025,.018,.017,0.017,0.023,.029,.037,0.045,0.04,.029,0.03,.031,.028,.017,.015,.017,.023,.024,.035,.044,.035,.027,.036,.026,.023,.018,.017,.023,0.029,0.022,0.043,0.048,0.047,.03,.029,.035,.031,.023,.019,.021,.028,.033,.039,.041,.043,0.028,.025,.03,.028,.017,.018,.023,.026,0.036,.036,0.048,.038,.029,.03,0.026,.029,.022,.018,.024,.026,.034,.045,.043,.046,.03,.029,.038,0.033*,.022,.023,.025,.032,.037,.045,.043,.044,.03,.036,.034,.028,.025,.02,.023,.034,.035,.039,.051,.035,.035,.03,.032,.03,.026,.022,0.0232,.0282,.0379,.0423,.0408,.0425,.0275,.0258,.0277,.0294,0.0256*,.0225,
양산,월평균,,.014,0.018,0.024,0.036,0.047,0.036,0.029,0.026,0.025,0.021,.015,.019,0.018,0.024,.029,.033,0.04,0.035,.029,0.03,0.028**,.023,.016,.013,.018,.023,.026,.031,.04,.03,.023,.031,.025,.021,.015,.017,.026,0.026,0.026,0.041,0.046,0.046,.033,.027,.031,.026,.02,.018,.02,.025,.028,.041,.044,.047,0.034,.026,.031,.026,.018,.017,.021,.027,0.039,.038,0.052,.042,.03,.031,0.026,.026,.02,.017,.022,.025,.034,.044,.044,.045,.029,.027,.034,.03,.022,.023,.028,.032,.037,.044,.042,.043,0.028*,0.032*,.031,.029,.025,.022,.023,.035,.037,.039,.049,.034,.032,.03,.032,.029,.024,.023,0.0223,.0264,.0351,.0405,.0413,.0426,.0282,.0266,.028,.0282,.0262,.0237,
거제,월평균,,.028,0.03,0.038,0.046,0.052,0.038,0.033,0.032,0.038,0.036,.026,.025,0.023,0.033,.039,.044,0.054,0.047,.036,0.038,.033,.035,.022,.024,.024,.033,.036,.041,.048,.036,.031,.033,.036,.034,.031,.028,.015,0.045,0.017,0.056,0.055,0.049,.031,.033,.042,.037,.033,.029,0.025**,,.041,.048,.049,.052,0.031,.031,.04,.036,.031,.028,.031,.036,0.051,.048,0.057,.036,.03,.027,0.031,.034,.033,.027,.026,.035,.041,.045,.045,.04,.031,.029,.038,0.038**,.023,0.023**,0.031*,.033,.038,.044,.041,.041,.03,.036,.037,.037,.037,.03,.031,.044,.047,.052,.062,.042,.04,0.036**,0.039**,0.037*,.035,.031,0.0327,.0371,.0486,.0516,.0413,.042,.0282,.0324,.0325,.0414,.0372,.0349,
사천,월평균,,.02,0.029,0.036,0.046,0.052,0.041,0.032,0.028,0.025,0.021,.019,.022,0.021,0.024,.03,.04,0.051,0.047,.032,0.032,.033,.029,.014,.013,.018,.025,.03,.036,.044,.033,.031,.038,.027,.021,.017,.014,.021,0.026,0.025,0.047,0.05,0.046,.034,.032,.033,.03,.025,.02,.021,.026,.037,.044,.048,.053,0.034,.032,.036,.024,.02,.022,.02,.032,0.046,.043,0.057,.048,.036,.034,0.029,.027,.022,.018,.017,.028,.038,.05,.049,.05,.036,.031,.036,.03,.025,0.023*,.029,.035,.041,.05,.051,.052,.035,.037,.036,.032,.03,.025,.026,.037,.039,.042,.055,.042,.04,.032,.034,.033,.031,.027,0.0269,.0316,.0389,.0472,.0424,.0396,.0248,0.0320**,0.0331**,0.0400**,.0307,.0277,
밀양,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018*,.017,.021,.026,.036,.046,.046,.05,0.034,.029,.032,.028,.019,.02,.023,.03,0.042,.042,0.055,.049,.035,.032,0.027,.028,.021,.018,.022,.028,.034,.044,.044,.048,.031,.025,.035,.034,.023,.022,.024,.029,.038,.045,.042,.049,.031,.034,.034,.031,.023,.021,.025,.035,.039,.044,.054,.038,.035,.03,.033,.032,.027,.022,0.0234,.0308,.0395,.0432,.0462,.0455,.0317,.0299,.031,.0322,.0284,.0265,
통영,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013*,.012,.015,.021,.039,.048,.049,.048,0.03,.031,.038,.034,.025,.026,.028,.035,0.05,.057,0.065,.052,.037,.039,0.031,.027,.026,.022,.023,.03,.038,.047,.045,.045,.033,.029,.041,.041,.029,.026,.03,.037,.043,.052,.052,.05,.034,.039,.039,.036,.031,.024,.027,.038,.042,.046,.056,.039,.039,.034,.039,.038,.031,.026,0.0275,.0337,.0457,.0491,.0492,.0479,.0294,.0348,.0356,.0397,.0328,.0299,
고성,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.027,.034,0.044,.044,0.057,.046,.033,.034,0.029,.03,.026,.022,.024,.031,.038,.05,.053,.05,.036,.03,.041,.038,.028,.024,.026,.033,.038,.037,.044,.046,.033,.036,.035,.034,.028,.024,.026,.037,.04,.043,.052,.038,.036,.033,.037,.036,.031,.026,0.0284,.0335,.0439,.0465,.0473,.0478,.0302,.034,.0348,.0403,.0334,.0318,
거창,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.024,.03,0.043,.043,0.056,.048,.03,.027,0.026,,.021,.02,.023,.031,.039,.052,.049,.047,.032,.021,.032,.03,.022,.022,.025,.032,.035,.044,.042,.043,.028,.027,.027,.026,.025,.023,.025,.036,.036,.044,0.047*,0.040*,.035,.024,.022,.021,.018,.02,0.0191,.023,.032,.0355,.0369,.04,.0229,.0221,.021,.0213,.0229,.0197,
함안,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.021,.03,0.042,.041,0.054,.046,.034,.031,0.024,,.02,.017,.02,.029,.035,.046,.044,.049,.03,.027,.029,.026,.021,.019,.022,.029,.035,.042,.043,.045,.029,.03,.026,.025,.022,.019,.022,.033,.038,.04,.05,.037,.032,.03,.026,.025,.022,.019,0.0198,.024,.0352,.0363,.0384,.0394,.0274,.0267,.0236,.0254,.0249,.0218,
함양,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.032,.035,0.049,.047,0.059,.047,.031,.029,0.025,.025,.025,.024,.027,.034,.04,.053,.049,.05,.033,.021,.032,.031,.027,.026,.028,.038,.039,.047,.045,.046,.028,.029,.029,.028,.029,.029,.031,.041,.04,.047,.056,.041,.033,.025,.026,.029,.026,.03,0.03,.0331,.0402,.0402,.0404,.045,.0251,.0261,.0232,.0294,.0288,.0235,
남해,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.034,.041,0.054,.046,0.058,.048,.035,.036,0.031,.033,.028,.026,.028,.033,.038,0.049*,.05,.046,.032,.027,.042,.037,.028,.026,.03,.038,.039,.047,.047,.045,.031,.033,.033,.031,.03,.026,.029,.039,.041,.045,.054,.038,.036,.031,.036,.032,.029,.027,0.0297,.0334,.0436,.047,.0462,.0482,.0271,.0298,.0321,.0365,.0313,.0292,
산청,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.023,.022,.027,.034,.039,.051,.049,.05,.033,.022,.029,.032,.028,.031,.03,.036,.042,.05,.048,.051,.032,.032,.03,.028,.027,.025,.029,.041,.041,.044,.052,.037,.034,.023,.026,.028,.025,.025,0.0247,.0262,.0352,.0439,,.0465,.0291,.0273,.0244,.0285,.0293,.0259,
의령,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.022,.02,.023,.031,.039,.055,.05,.052,.031,.026,.034,.031,.024,.022,.025,.032,.026,.033,.045,.048,.032,.032,.029,.027,.025,.022,.025,.037,.04,.044,.057,.042,.037,.029,.029,.029,.027,.021,0.0212,.0245,.0354,.0401,.0415,.0428,.0252,.0249,.0268,.028,.0257,.0236,
창녕,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.019,.019,.022,.026,.035,.044,.045,.049,.031,.028,.034,.032,.025,.023,.025,.032,.035,.044,.042,.046,.029,.03,.03,.027,.023,.021,.025,.037,.041,.045,.054,.039,.035,.027,.029,.028,.022,.018,0.0193,.0246,.0303,.0415,.0434,.0428,.0283,.0281,.0269,.0271,.0271,.0235,
합천,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.02,.019,.021,.029,.037,.047,.044,.048,.031,.023,.031,.029,.023,.022,.025,.034,.039,.05,.048,.051,0.038**,,0.030*,.026,.022,.02,.022,.028,.029,.031,.051,.041,.034,.024,.028,.027,.025,.022,0.0236,.0307,.0424,.0427,.0445,.0444,.0294,.0273,.0242,.0253,.0241,.0209,
도평균,월평균,,.02,0.026,0.032,0.039,0.049,0.039,0.031,0.028,0.03,0.025,.018,.02,0.018,0.024,.03,.037,0.046,0.042,.032,0.033,.031,.027,.018,.016,.02,.026,.029,.036,.043,.035,.027,.038,.029,.024,.019,.017,.023,0.03,0.023,0.046,0.049,0.048,.034,.033,.036,.031,.022,.02,.021,.027,.034,.042,.044,.047,0.031,.029,.033,.027,.019,.02,.024,.03,0.042,.04,0.053,.044,.033,.033,0.028,.027,.022,.019,.023,.028,.036,.047,.045,.046,.031,.027,.035,.032,.024,.023,.026,.032,.037,.044,.044,.045,.031,.033,.033,.03,.026,.022,.025,.036,.038,.043,.053,.038,.036,.03,.032,.031,.027,.023,0.0244,.0294,.0389,.0431,.0424,.0434,.0275,.0289,.0288,.0317,.028,.0253,
제주,월평균,,.029,0.034,0.041,0.046,0.052,0.042,0.028,0.037,0.035,0.034,.029,0.023*,0.027,0.035,.038,.042,0.043,0.037,.028,0.03,.042,.047,.03,.028,.032,.039,.04,.039,.044,.03,.02,.031,.035,.033,.032,.032,.013,0.041,0.016,0.056,0.056,0.044,.03,0.042*,0.048*,.04,.033,.032,.032,.037,.041,.039,.044,.043,0.022,.028,.048,.048,.046,.035,.038,.042,0.054,.052,0.065,.048,.035,.04,0.041,.045,.04,.033,.034,.037,.04,.049,.043,.038,.033,.022,.045,.044,.034,.032,.037,.044,.046,.051,.051,.045,.029,.033,.038,.042,.043,.038,.039,.044,.046,.045,.05,.036,.036,.031,.038,.041,.039,.036,0.0389,.0412,.0483,.051,.0471,.043,.0261,.0365,.039,.0456,.0378,.0376,
서귀포,월평균,,.033,0.043,0.048,0.05,0.054,0.045,0.031,0.033,0.042,0.036,.029,.038,0.04,0.05,.049,.053,0.047,0.041,.024,0.025,.033,.041,.032,.027,.027,.037,.037,.043,.051,.031,.022,.031,.035,.03,.039,.031,.012,0.037,0.011,0.052,0.051,0.044,.02,.017,.044,.041,.038,.033,.033,.04,.044,.047,.046,.041,0.022,.027,.04,.043,.045,.038,.04,.043,0.054,.052,0.061,.047,.035,.038,0.04,.04,.041,.038,.039,.042,.047,.056,.047,.041,.034,.021,.046,.046,.038,.037,.039,.045,.048,.054,.052,.046,.028,.035,.042,.046,.048,.04,.041,.048,.051,.052,.055,.04,.037,.033,.042,.044,.044,.037,0.0402,.0432,.0522,.0525,.0498,.0434,.0266,.0292,.039,.0472,.0405,.0406,
도평균,월평균,,.031,0.037,0.043,0.047,0.052,0.043,0.029,0.036,0.037,0.035,.029,.029,0.031,0.04,.041,.046,0.044,0.038,.027,0.028,.039,.045,.031,.028,.03,.039,.039,.04,.046,.03,.021,.031,.035,.032,.034,.032,.013,0.04,0.014,0.055,0.054,0.044,.026,0.030*,.047,.041,.035,.033,.033,.038,.042,.043,.045,.042,0.022,.028,.044,.046,.045,.037,.039,.043,0.054,.052,0.062,.048,.035,.039,0.041,.042,.041,.036,.037,.041,.044,.053,.046,.04,.034,.021,.046,.046,.037,.035,.038,.044,.047,.053,.051,.045,.029,.034,.04,.044,.046,.039,.04,.046,.049,.048,.052,.038,.036,.032,.04,.042,.042,.037,0.0395,.0421,.0501,.0517,.0483,.0432,.0263,.0331,.039,.0463,.039,.039,
